rol_a,dv_a,unidad_declarante,cod_actividad,macrozona,imasd,d4300,d4301,d4302,d4303,d4310,d4311,d4312,d4313,d4320,d4321,d4322,d4323,d4330,d4331,d4332,d4333,d4400,d4401,d4402,d4403,d4404,d4405,d4410,d4411,d4412,d4413,d4414,d4415,d4420,d4421,d4422,d4423,d4424,d4425,d4430,d4431,d4432,d4433,d4434,d4435,d4500,d4501,d4502,d4503,d4504,d4505,d4510,d4511,d4512,d4513,d4514,d4515,d4520,d4521,d4522,d4523,d4524,d4525,d4530,d4531,d4532,d4533,d4534,d4535,d4600,d4601,d4602,d4603,d4604,d4605,d4606,d4700,d4701,d4702,d4703,d4704,d4705,d4706,d4707,d4717,d4708,d4709,d4710,d4711,d4712,d4713,d4714,d4716,d4715,d4800,d4801,d4802,d4810,d4811,d4812,d4820,d4821,d4822,d4830,d4831,d4832,f6010,f6011,f6012,f6013,f6014,f6015,f6016,f6017,f6018,f6019,f6020,f6021,f6022,f6023,f6023_otra,f6024,f6025,f6026,f6027,f6028,g7000,g7001,g7002,h8100,h8101,h8102,h8103,h8104,h8105,h8106,h8107,h8108,h8109,h8110,h8111,h8111_otro,i9000,a1003,a1019,a1019_otra,a1034,a1035,a1036,a1037,a1038,b2000,b2001,b2002,b2003,b2004,b2005,b2006,b2007,b2026,b2027,c3000,c3001,c3002,c3003,c3004,c3005,c3006,c3007,c3008,c3009,c3010,c3011,c3013,c3014,c3015,c3016,c3017,c3018,c3019,c3020,c3021,c3022,c3023,c3024,c3025,c3026,c3027,c3028,c3029,c3030,c3036,c3037,c3038,c3039,c3040,c3041,c3042,c3043,c3044,c3045,c3046,c3047,c3048,c3049,c3050,c3051,c3052,c3053,c3054,c3055,c3056,c3057,c3058,c3059,c3060,c3061,c3062,c3063,c3064,c3065,c3066,c3067,c3068,c3069,c3070,c3071,c3072,c3073,c3100,c3107,c3110,c3111,c3112,c3113,c3114,c3115,c3126,c3127,c3128,c3129,c3130,c3131,c3132,c3133,c3134,c3135,c3136,c3137,c3138,c3140,c3141,c3142,c3143,c3144,j8000,j8001,j8002,j8003,j8004,j8005,j8006,j8007,j8008,j8009,j8010,j8011,j8012,j8013,j8014,j8015,j8016,j8017,j8018,j8019,j8020,j8021,j8022,j8023,j8024,j8025,j8026,j8027,j8028,j8029,j8030,j8031,j8032,j8033,j8034,j8035,j8036,j8037,j8038,j8039,j8040,j8041,j8042,j8043,j8044,j8045,j8046,j8047,j8048,j8049,j8050,j8051,j8052,j8053,j8054
23417,6,1,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,1,1,0,0,,,,,0,,,0,5,,,0,1,,,,,,,,,,,,,,,1,1957,3,,100,0,0,,,,,,,,,,,,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23418,8,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,50000,,,,,,,,,,,,,,3,1957,3,,100,0,0,,,,,,,,,,,,3,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65757,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23419,1,1,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,,0,,,1,3,,,0,1,,,,,,,,,,,,,,,6,1974,1,,0,0,100,,,,,,,,,,,,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23420,4,1,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,0,0,0,0,0,,,,,0,,,0,1,,,0,1,,,,,,,,,,,,,,,4,1974,1,,0,0,100,,,,,,,,,,,,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23421,6,1,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,0,0,0,0,0,,,,,0,,,1,1,,,0,1,,,,,,,,,,,,,,,2,1925,1,,0,0,100,,,,,,,,,,,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23422,8,1,,4,1,9,0,1,10,3,0,1,4,3.8,0,.2,4,.44999999,0,.2,.64999998,0,0,9,1,0,10,0,0,3,1,0,4,0,0,3.8,.2,0,4,0,0,.44999999,.2,0,.64999998,0,0,9,0,0,9,0,0,3,0,0,3,0,0,3.8,0,0,3.8,0,0,.44999999,0,0,.44999999,0,3.8,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,10,0,10,4,0,4,4,0,4,.64999998,0,.64999998,,,,,,,,,,,,,,,,,,,,,1,0,200000,,,,,,,,,,,,,,24,1970,1,,0,0,100,,,,,,,,,,,,5,0,0,1,0,0,1,59648,0,1440,61088,0,540000,4000,650088,0,0,234312,542921,777233,1427321,0,40,60,0,0,1427321,0,,0,0,0,1427321,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,51142,1427321,0,589000,100,0,0,1,,0,0,0,0,45000,0,0,0,1,0,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23423,1,3,24,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,420000,,,,,,,,,,,,,,22,1968,1,,100,0,0,,,,,,,,,,,,3,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209367,,,,,,,,,31914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23424,3,3,22,4,1,25.75,4,0,29.75,11.75,1,0,12.75,24,2.1500001,0,26.15,10.25,.33000001,0,10.58,2,10.25,4,0,13.5,29.75,0,3.25,1,0,8.5,12.75,2,7.3200002,3.3299999,0,13.5,26.15,0,1.75,.33000001,0,8.5,10.58,2,7.25,3,0,13.5,25.75,0,3.25,0,0,8.5,11.75,2,5.5,3,0,13.5,24,0,1.75,0,0,8.5,10.25,0,1.25,0,17,5.75,0,24,0,0,0,0,54.838699,0,0,0,0,0,0,0,0,0,0,45.161301,0,100,29.75,0,29.75,12.75,0,12.75,26.15,0,26.15,10.58,0,10.58,,,,,,,,,,,,,,,,,,,,,1,0,699175,,,,,,,,,,,,,,24,1976,2,,50,0,50,,,,,,,,,,,,2,1,0,0,0,1,0,586163,42000,0,628163,0,44313,55391,849727,0,0,0,0,0,849727,0,20,80,283118,0,443536,0,,0,0,123073,849727,,0,0,0,0,15,0,0,0,0,0,0,0,0,0,85,0,34,0,33,33,0,0,0,30,15,10,20,0,0,0,25,0,0,0,,726654,123073,221564,,0,0,1,,,0,0,0,66469,33235,22156,0,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23425,5,3,24,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,,0,,,1,3,,,0,1,,,,,,,,,,,,,,,1,1958,1,,100,0,0,,,,,,,,,,,,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23426,7,1,,4,1,2,0,0,2,1,0,0,1,.80000001,0,0,.80000001,.5,0,0,.5,0,1,1,0,0,2,0,1,0,0,0,1,0,.5,.30000001,0,0,.80000001,0,.5,0,0,0,.5,0,1,1,0,0,2,0,1,0,0,0,1,0,.5,.30000001,0,0,.80000001,0,.5,0,0,0,.5,0,0,0,0,.80000001,0,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,2,0,2,1,0,1,.80000001,0,.80000001,.5,0,.5,,,,,,,,,,,,,,,,,,,,,1,0,267000,,,,,,,,,,,,,,8,1990,4,,0,0,100,,,,,,,,,,,,5,0,0,1,0,0,1,15886,0,0,15886,0,0,0,19868,0,0,0,0,0,19868,0,100,0,0,0,19868,0,,0,0,0,19868,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,269483,19868,0,3982,,0,0,1,,0,0,0,0,2880,752,350,0,0,1,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23427,0,2,,4,1,3.7083001,5.0416999,0,8.75,1.375,1.5625,0,2.9375,3.7083001,5.0416999,0,8.75,1.375,1.5625,0,2.9375,.5,.91670001,7.0416999,.29170001,0,8.75,0,.91670001,2.0208001,0,0,2.9375,.5,.91670001,7.0416999,.29170001,0,8.75,0,.91670001,2.0208001,0,0,2.9375,.5,.91670001,2.2916999,0,0,3.7083001,0,.91670001,.45829999,0,0,1.375,.5,.91670001,2.2916999,0,0,3.7083001,0,.91670001,.45829999,0,0,1.375,0,3.7083001,0,0,0,0,3.7083001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,.5,8.25,8.75,0,2.9375,2.9375,.5,8.25,8.75,0,2.9375,2.9375,,,,,,,,,,,,,,,,,,,,,1,0,120000,,,,,,,,,,,,,,6,1981,1,,0,0,100,,,,,,,,,,,,2,1,0,0,0,1,0,15000,0,0,15000,82100,14400,14618,126618,0,6849,4327,10280,21456,148074,10,20,70,40762,0,107312,0,,0,0,0,148074,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,10,0,0,10,50,0,0,10,0,0,0,20,,148074,0,111618,5,0,0,1,,,38500,43600,0,350,150,0,0,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23428,2,2,,4,1,1,1,0,2,0,0,0,0,.5,1,0,1.5,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,.5,0,1,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,.5,0,0,0,0,.5,0,0,0,0,0,0,0,.5,0,0,0,0,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,2,0,2,0,0,0,1.5,0,1.5,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,15000,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,2,1,0,0,0,0,1,12000,12000,0,24000,0,0,1000,26200,0,0,0,0,0,26200,0,100,0,0,0,26200,0,,0,0,0,26200,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,26200,0,2200,,0,0,1,,,0,0,0,1200,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23429,4,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,1,0,0,0,,,,,0,,0,0,4,,,0,1,,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23430,7,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,0,0,0,0,0,0,,,,,0,,0,0,1,,,0,1,,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23431,0,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,0,0,0,1,,,,,0,,0,0,4,,,0,1,,,,,,,,,,,,,,,2,1981,1,,0,0,100,,,,,,,,,,,,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23432,2,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,8,1981,1,,0,0,100,,,,,,,,,,,,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23433,4,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,10,1981,1,,0,0,100,,,,,,,,,,,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23434,6,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23435,8,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,0,,0,0,8,,,1,0,3000,,,,,,,,,,,,,,3,1981,1,,0,0,100,,,,,,,,,,,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23436,1,2,,4,1,3,5.8333001,0,8.8332996,3,2.5,0,5.5,.30000001,.29170001,0,.59170002,.30000001,.125,0,.42500001,2.4166999,1.4167,.83329999,0,4.1666999,8.8332996,2,1.4167,0,0,2.0833001,5.5,.2208,.1208,.041700002,0,.20829999,.59170002,.2,.1208,0,0,.1042,.42500001,2,1,0,0,0,3,2,1,0,0,0,3,.2,.1,0,0,0,.30000001,.2,.1,0,0,0,.30000001,0,0,0,0,.30000001,0,.30000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,8.8332996,0,8.8332996,5.5,0,5.5,.59170002,0,.59170002,.42500001,0,.42500001,,,,,,,,,,,,,,,,,,,,,1,0,15000,,,,,,,,,,,,,,180,1981,1,,0,0,100,,,,,,,,,,,,5,1,0,0,0,0,1,5798,4720,0,10518,0,369,2071,28547,0,0,12999,0,12999,41546,0,100,0,0,0,41546,0,,0,0,0,41546,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,66,0,0,0,0,0,0,0,0,0,34,,41546,0,18029,,0,0,1,,,0,0,0,500,4411,8239,2439,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23437,3,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,,0,,0,1,3,,,0,1,,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23438,5,2,,4,1,3,0,0,3,0,0,0,0,1.2,0,0,1.2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1.2,0,0,0,0,1.2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1.2,0,0,0,0,1.2,0,0,0,0,0,0,1.2,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,3,0,3,0,0,0,1.2,0,1.2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,7500,,,,,,,,,,,,,,10,1981,1,,0,0,100,,,,,,,,,,,,1,1,0,0,0,0,1,28800,0,0,28800,0,0,680,44707,0,0,2134,0,2134,46841,0,100,0,0,0,46841,0,,0,0,0,46841,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,46841,0,15907,,0,0,1,,,0,0,0,14220,880,127,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23439,7,2,,4,1,4,0,0,4,0,0,0,0,1.2,0,0,1.2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1.2,0,0,0,0,1.2,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,1.2,0,0,0,0,1.2,0,0,0,0,0,0,1.2,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,4,0,4,0,0,0,1.2,0,1.2,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,300000,,,,,,,,,,,,,,5,1981,1,,0,0,100,,,,,,,,,,,,1,1,0,0,0,0,1,28800,0,0,28800,0,0,30000,65800,0,15000,50000,0,65000,130800,20,30,50,0,0,130800,0,,0,0,0,130800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,50,20,0,0,0,0,0,30,0,0,0,,130800,0,37000,,0,0,1,,,0,0,0,5000,2000,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23440,1,2,,4,1,2,0,0,2,2,0,0,2,1,0,0,1,1,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,2,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,2,0,2,2,0,2,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,1,0,80000,,,,,,,,,,,,,,10,1981,1,,0,0,100,,,,,,,,,,,,6,1,0,0,0,0,1,30000,0,0,30000,0,0,1000,35000,0,0,10000,2000,12000,47000,30,0,70,0,0,47000,0,,0,0,0,47000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,70,0,0,0,0,0,0,30,,47000,0,5000,,0,0,1,,,0,0,0,1000,2000,1000,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23441,3,2,,4,1,6,2,0,8,2,2,0,4,1.2,2,0,3.2,.43000001,2,0,2.4300001,3,2,3,0,0,8,1,1,2,0,0,4,.68000001,.28999999,2.23,0,0,3.2,.23,.2,2,0,0,2.4300001,3,2,1,0,0,6,1,1,0,0,0,2,.68000001,.28999999,.23,0,0,1.2,.23,.2,0,0,0,.43000001,0,0,0,0,1.2,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,8,0,8,4,0,4,3.2,0,3.2,2.4300001,0,2.4300001,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,12,1981,1,,0,0,100,,,,,,,,,,,,5,1,0,0,0,0,1,44546,14400,0,58946,0,0,8720,96513,0,0,0,0,0,96513,100,0,0,0,0,96513,0,,0,0,0,96513,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,96513,0,37567,,0,0,1,,,0,0,0,3335,13256,11356,900,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23442,5,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,,,,,0,,0,1,3,,,0,1,,,,,,,,,,,,,,,3,1981,1,,0,0,100,,,,,,,,,,,,6,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23443,7,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,1,1,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23444,0,2,,4,1,4,0,.041700002,4.0416999,2,0,0,2,1.75,0,.0208,1.7708,1,0,0,1,2,2,.041700002,0,0,4.0416999,1,1,0,0,0,2,1,.75,.0208,0,0,1.7708,.75,.25,0,0,0,1,2,2,0,0,0,4,1,1,0,0,0,2,1,.75,0,0,0,1.75,.75,.25,0,0,0,1,0,1.75,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,4.0416999,0,4.0416999,2,0,2,1.7708,0,1.7708,1,0,1,,,,,,,,,,,,,,,,,,,,,1,0,80000,,,,,,,,,,,,,,12,1981,1,,0,0,100,,,,,,,,,,,,2,1,0,0,0,0,1,46200,0,200,46400,0,0,500,49900,0,0,1000,0,1000,50900,50,25,25,0,0,50900,0,,0,0,0,50900,9.1999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,15,50,0,0,10,0,0,0,0,0,0,25,,50900,0,3500,,0,0,1,,,0,0,0,500,2000,500,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23445,2,2,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,1,0,0,0,0,,,,,0,,0,0,4,,,0,1,,,,,,,,,,,,,,,8,1981,1,,0,0,100,,,,,,,,,,,,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
