rol_a,dv_a,unidad_declarante,cod_actividad,macrozona,imasd,d4300,d4301,d4302,d4303,d4310,d4311,d4312,d4313,d4320,d4321,d4322,d4323,d4330,d4331,d4332,d4333,d4400,d4401,d4402,d4403,d4404,d4405,d4410,d4411,d4412,d4413,d4414,d4415,d4420,d4421,d4422,d4423,d4424,d4425,d4430,d4431,d4432,d4433,d4434,d4435,d4500,d4501,d4502,d4503,d4504,d4505,d4510,d4511,d4512,d4513,d4514,d4515,d4520,d4521,d4522,d4523,d4524,d4525,d4530,d4531,d4532,d4533,d4534,d4535,d4600,d4601,d4602,d4603,d4604,d4605,d4606,d4700,d4701,d4702,d4703,d4704,d4705,d4706,d4707,d4717,d4708,d4709,d4710,d4711,d4712,d4713,d4714,d4716,d4715,d4800,d4801,d4802,d4810,d4811,d4812,d4820,d4821,d4822,d4830,d4831,d4832,f6010,f6011,f6012,f6013,f6014,f6015,f6016,f6017,f6018,f6019,f6020,f6021,f6022,f6023,f6023_otra,f6024,f6025,f6026,f6027,f6028,g7000,g7001,g7002,h8100,h8101,h8102,h8103,h8104,h8105,h8106,h8107,h8108,h8109,h8110,h8111,h8111_otro,i9000,a1003,a1019,a1019_otra,a1034,a1035,a1036,a1037,a1038,b2000,b2001,b2002,b2003,b2004,b2005,b2006,b2007,b2026,b2027,c3000,c3001,c3002,c3003,c3004,c3005,c3006,c3007,c3008,c3009,c3010,c3011,c3013,c3014,c3015,c3016,c3017,c3018,c3019,c3020,c3021,c3022,c3023,c3024,c3025,c3026,c3027,c3028,c3029,c3030,c3036,c3037,c3038,c3039,c3040,c3041,c3042,c3043,c3044,c3045,c3046,c3047,c3048,c3049,c3050,c3051,c3052,c3053,c3054,c3055,c3056,c3057,c3058,c3059,c3060,c3061,c3062,c3063,c3064,c3065,c3066,c3067,c3068,c3069,c3070,c3071,c3072,c3073,c3100,c3107,c3110,c3111,c3112,c3113,c3114,c3115,c3126,c3127,c3128,c3129,c3130,c3131,c3132,c3133,c3134,c3135,c3136,c3137,c3138,c3140,c3141,c3142,c3143,c3144,j8000,j8001,j8002,j8003,j8004,j8005,j8006,j8007,j8008,j8009,j8010,j8011,j8012,j8013,j8014,j8015,j8016,j8017,j8018,j8019,j8020,j8021,j8022,j8023,j8024,j8025,j8026,j8027,j8028,j8029,j8030,j8031,j8032,j8033,j8034,j8035,j8036,j8037,j8038,j8039,j8040,j8041,j8042,j8043,j8044,j8045,j8046,j8047,j8048,j8049,j8050,j8051,j8052,j8053,j8054
23446,4,2,,4,1,2,2,0,4,0,0,0,0,.34,.40000001,0,.74000001,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0,0,0,.34,0,0,.40000001,.74000001,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,.34,0,0,0,.34,0,0,0,0,0,0,0,.34,0,0,0,0,.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,4,0,4,0,0,0,.74000001,0,.74000001,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,15000,,,,,,,,,,,,,,3,1981,1,,0,0,100,,,,,,,,,,,,2,1,0,0,0,0,1,11030,4800,0,15830,0,0,0,15930,0,0,0,0,0,15930,30,40,30,0,0,15930,0,,0,0,0,15930,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,15,15,5,0,5,0,0,0,0,0,0,60,,15930,0,100,,0,0,1,,,0,0,0,100,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23447,6,2,,4,1,1.5,1,0,2.5,.5,1,0,1.5,.60000002,.07,0,.67000002,.5,.07,0,.56999999,1,.5,0,1,0,2.5,0,.5,0,1,0,1.5,.1,.5,0,.07,0,.67000002,0,.5,0,.07,0,.56999999,1,.5,0,0,0,1.5,0,.5,0,0,0,.5,.1,.5,0,0,0,.60000002,0,.5,0,0,0,.5,0,0,0,0,.60000002,0,.60000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,2.5,0,2.5,1.5,0,1.5,.67000002,0,.67000002,.56999999,0,.56999999,,,,,,,,,,,,,,,,,,,,,1,0,18000,,,,,,,,,,,,,,2,1981,1,,0,0,100,,,,,,,,,,,,5,1,0,0,0,0,1,13543,423,0,13966,0,0,4000,18206,0,0,0,0,0,18206,0,100,0,0,0,18206,0,,0,0,0,18206,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,10,0,0,0,0,0,10,20,0,30,30,,18206,0,4240,,0,0,1,,,0,0,0,240,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23448,8,2,,4,1,1.6667,0,0,1.6667,.83329999,0,0,.83329999,1.6667,0,0,1.6667,.83329999,0,0,.83329999,1.6667,0,0,0,0,1.6667,.83329999,0,0,0,0,.83329999,1.6667,0,0,0,0,1.6667,.83329999,0,0,0,0,.83329999,1.6667,0,0,0,0,1.6667,.83329999,0,0,0,0,.83329999,1.6667,0,0,0,0,1.6667,.83329999,0,0,0,0,.83329999,1.6667,0,0,0,0,0,1.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,1.6667,0,1.6667,.83329999,0,.83329999,1.6667,0,1.6667,.83329999,0,.83329999,,,,,,,,,,,,,,,,,,,,,1,0,30000,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,1,1,0,0,0,0,1,50000,0,0,50000,0,0,15000,66000,0,0,20000,0,20000,86000,100,0,0,0,0,86000,0,,0,0,0,86000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,86000,0,16000,,0,0,1,,,0,0,0,1000,0,0,0,0,1,0,1,0,0,1,50,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23449,1,2,,2,1,1,4,0,5,1,2,0,3,1,4,0,5,1,2,0,3,1,0,3,1,0,5,1,0,1,1,0,3,1,0,3,1,0,5,1,0,1,1,0,3,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,5,0,5,3,0,3,5,0,5,3,0,3,,,,,,,,,,,,,,,,,,,,,1,0,400000,,,,,,,,,,,,,,16,1985,1,,0,0,100,,,,,,,,,,,,6,1,0,0,0,1,0,32400,51600,0,84000,0,0,440,84717,0,0,0,0,0,84717,100,0,0,12000,0,72717,0,,0,0,0,84717,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,20,0,0,0,0,0,20,0,20,20,20,,84717,0,717,,0,0,1,,,0,0,0,239,38,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23450,4,2,,2,1,5,0,0,5,2,0,0,2,1.5,0,0,1.5,.60000002,0,0,.60000002,1,4,0,0,0,5,.5,1.5,0,0,0,2,.30000001,1.2,0,0,0,1.5,.15000001,.44999999,0,0,0,.60000002,1,4,0,0,0,5,.5,1.5,0,0,0,2,.30000001,1.2,0,0,0,1.5,.15000001,.44999999,0,0,0,.60000002,0,0,0,0,0,1.5,1.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,5,0,5,2,0,2,1.5,0,1.5,.60000002,0,.60000002,,,,,,,,,,,,,,,,,,,,,1,0,6700,,,,,,,,,,,,,,14,1985,1,,0,0,100,,,,,,,,,,,,6,1,0,0,0,0,1,30000,0,0,30000,0,0,2000,37000,0,0,0,0,0,37000,100,0,0,0,0,37000,0,,0,0,0,37000,30,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,,37000,0,7000,,0,0,1,,,0,0,0,5000,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23451,6,2,,2,1,11,0,3,14,3.25,0,0,3.25,3.5,0,.75,4.25,1.0625,0,0,1.0625,10.5,2.75,.75,0,0,14,3,0,.25,0,0,3.25,3.375,.6875,.1875,0,0,4.25,1,0,.0625,0,0,1.0625,8.5,1.75,.75,0,0,11,3,0,.25,0,0,3.25,2.875,.4375,.1875,0,0,3.5,1,0,.0625,0,0,1.0625,0,0,0,0,3.5,0,3.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,14,0,14,3.25,0,3.25,4.25,0,4.25,1.0625,0,1.0625,,,,,,,,,,,,,,,,,,,,,1,0,110000,,,,,,,,,,,,,,44,1985,1,,0,0,100,,,,,,,,,,,,5,1,0,0,0,1,0,116537,0,43712,160249,0,0,160000,388842,0,0,0,0,0,388842,0,60,40,226555,0,162287,0,,0,0,0,388842,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,30,20,0,0,50,,388842,0,228593,,0,0,1,,,0,0,0,2038,63555,3000,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23452,8,2,,2,1,4,0,0,4,3,0,0,3,2.5,0,0,2.5,1.8,0,0,1.8,3,1,0,0,0,4,2,1,0,0,0,3,2,.5,0,0,0,2.5,1.3,.5,0,0,0,1.8,3,1,0,0,0,4,2,1,0,0,0,3,2,.5,0,0,0,2.5,1.3,.5,0,0,0,1.8,0,0,0,0,2.5,0,2.5,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,4,0,4,3,0,3,2.5,0,2.5,1.8,0,1.8,,,,,,,,,,,,,,,,,,,,,1,0,70704,,,,,,,,,,,,,,4,1985,1,,0,0,100,,,,,,,,,,,,5,1,0,0,0,0,1,59808,0,0,59808,0,0,300,64277,0,0,0,0,0,64277,100,0,0,0,0,64277,0,,0,0,0,64277,93,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,64277,0,4469,,0,0,1,,,0,0,0,100,1069,3000,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23453,1,2,,2,1,7.75,0,0,7.75,7.75,0,0,7.75,.92500001,0,0,.92500001,.92500001,0,0,.92500001,0,3,4.75,0,0,7.75,0,3,4.75,0,0,7.75,0,.5,.42500001,0,0,.92500001,0,.5,.42500001,0,0,.92500001,0,3,4.75,0,0,7.75,0,3,4.75,0,0,7.75,0,.5,.42500001,0,0,.92500001,0,.5,.42500001,0,0,.92500001,0,0,.92500001,0,0,0,.92500001,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,7.75,0,7.75,7.75,0,7.75,.92500001,0,.92500001,.92500001,0,.92500001,,,,,,,,,,,,,,,,,,,,,1,0,20900,,,,,,,,,,,,,,3,1985,1,,0,0,100,,,,,,,,,,,,3,1,0,0,0,0,1,13700,0,0,13700,0,0,6200,20900,0,0,0,0,0,20900,100,0,0,0,0,20900,0,,0,0,0,20900,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,30,,20900,0,7200,,0,0,1,,,0,0,0,1000,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23454,3,2,,2,1,21,2,10,33,17,0,4,21,4.2800002,.5,3.5,8.2799997,3.1099999,0,1,4.1100001,15,4,14,0,0,33,12,3,6,0,0,21,3.2,.79000002,4.29,0,0,8.2799997,2.21,.61000001,1.29,0,0,4.1100001,15,3,3,0,0,21,12,2,3,0,0,17,3.2,.54000002,.54000002,0,0,4.2800002,2.21,.36000001,.54000002,0,0,3.1099999,0,0,0,0,4.2800002,0,4.2800002,0,0,0,0,0,97.142899,0,0,0,0,0,0,0,0,0,0,2.8571,100,33,0,33,21,0,21,8.2799997,0,8.2799997,4.1100001,0,4.1100001,,,,,,,,,,,,,,,,,,,,,1,0,150000,,,,,,,,,,,,,,20,1985,1,,0,0,100,,,,,,,,,,,,5,1,0,0,0,1,0,65820,4920,18420,89160,0,0,14439,128437,0,0,890,0,890,129327,100,0,0,24400,0,86702,0,,0,15495,2730,129327,56,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,24,0,0,0,0,0,0,6,0,64,6,,126597,2730,39277,,0,0,1,,,0,0,0,3783,14400,6655,0,0,1,1,0,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23455,5,2,,2,1,16.125,0,8,24.125,4.125,0,1,5.125,3.865,0,.83999997,4.7049999,1.0549999,0,.12,1.175,10,11,3,0,.125,24.125,3,2,0,0,.125,5.125,2.5,1.76,.31999999,0,.125,4.7049999,.75,.30000001,0,0,.125,1.175,10,6,0,0,.125,16.125,3,1,0,0,.125,4.125,2.5,1.24,0,0,.125,3.865,.75,.18000001,0,0,.125,1.0549999,0,0,0,0,0,3.865,3.865,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,24.125,0,24.125,5.125,0,5.125,4.7049999,0,4.7049999,1.175,0,1.175,,,,,,,,,,,,,,,,,,,,,1,0,39000,,,,,,,,,,,,,,24,1985,1,,0,0,100,,,,,,,,,,,,6,1,0,0,0,1,0,320946,0,17052,337998,0,0,6373,419696,0,0,0,0,0,419696,0,100,0,66373,0,353323,0,,0,0,0,419696,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,50,0,0,50,,419696,0,81698,,0,0,1,,,0,0,0,4660,15000,55665,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23456,7,2,,2,1,2,0,0,2,1,0,0,1,.27000001,0,0,.27000001,.18000001,0,0,.18000001,1,1,0,0,0,2,0,1,0,0,0,1,.090000004,.18000001,0,0,0,.27000001,0,.18000001,0,0,0,.18000001,1,1,0,0,0,2,0,1,0,0,0,1,.090000004,.18000001,0,0,0,.27000001,0,.18000001,0,0,0,.18000001,0,.27000001,0,0,0,0,.27000001,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,2,0,2,1,0,1,.27000001,0,.27000001,.18000001,0,.18000001,,,,,,,,,,,,,,,,,,,,,1,0,1550,,,,,,,,,,,,,,10,1985,1,,0,0,100,,,,,,,,,,,,2,1,0,0,0,0,1,4056,0,0,4056,0,0,1500,15556,0,0,600,750,1350,16906,50,50,0,0,0,16906,0,,0,0,0,16906,,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,47,,16906,0,11500,,0,0,1,,,0,0,0,10000,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23457,0,2,,1,1,3,3,0,6,1,1,0,2,1.5,3,0,4.5,.5,1,0,1.5,3,1,2,0,0,6,1,0,1,0,0,2,1.5,1,2,0,0,4.5,.5,0,1,0,0,1.5,3,0,0,0,0,3,1,0,0,0,0,1,1.5,0,0,0,0,1.5,.5,0,0,0,0,.5,1.5,0,0,0,0,0,1.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3,3,6,1,1,2,1.5,3,4.5,.5,1,1.5,,,,,,,,,,,,,,,,,,,,,1,0,7000,,,,,,,,,,,,,,200,1981,1,,0,0,100,,,,,,,,,,,,1,1,0,0,0,1,0,60000,0,0,60000,50000,0,80000,200000,0,0,0,0,0,200000,20,80,0,193000,0,7000,0,,0,0,0,200000,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,50,0,0,30,0,0,0,0,0,0,0,0,20,,200000,0,140000,,0,0,1,,,0,50000,0,10000,0,0,0,0,1,1,0,0,0,1,80,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23458,2,2,,1,1,4,0,0,4,1,0,0,1,2.0999999,0,0,2.0999999,.2,0,0,.2,2,2,0,0,0,4,0,1,0,0,0,1,1.6,.5,0,0,0,2.0999999,0,.2,0,0,0,.2,2,2,0,0,0,4,0,1,0,0,0,1,1.6,.5,0,0,0,2.0999999,0,.2,0,0,0,.2,2.0999999,0,0,0,0,0,2.0999999,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,4,1,0,1,2.0999999,0,2.0999999,.2,0,.2,,,,,,,,,,,,,,,,,,,,,1,0,6000,,,,,,,,,,,,,,5,1981,1,,0,0,100,,,,,,,,,,,,1,1,0,0,0,1,0,100172,0,0,100172,0,0,2950,103222,0,0,5500,0,5500,108722,100,0,0,7450,0,101272,0,,0,0,0,108722,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,108722,0,3050,,0,0,1,,,0,0,0,100,0,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23459,4,2,,1,1,5,0,0,5,0,0,0,0,3.4000001,0,0,3.4000001,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3.4000001,0,0,0,0,3.4000001,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3.4000001,0,0,0,0,3.4000001,0,0,0,0,0,0,3.4000001,0,0,0,0,0,3.4000001,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,5,0,0,0,3.4000001,0,3.4000001,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,160000,,,,,,,,,,,,,,3,1981,1,,0,0,100,,,,,,,,,,,,1,1,0,0,0,1,0,120000,0,0,120000,0,0,1000,144300,0,0,1000,0,1000,145300,100,0,0,16300,0,129000,0,,0,0,0,145300,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,145300,0,24300,,0,0,1,,,0,0,0,1000,17300,5000,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23460,7,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23461,0,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,1,0,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23462,2,2,,1,1,4,0,0,4,2,0,0,2,1,0,0,1,.5,0,0,.5,0,2,2,0,0,4,0,1,1,0,0,2,0,.5,.5,0,0,1,0,.25,.25,0,0,.5,0,2,2,0,0,4,0,1,1,0,0,2,0,.5,.5,0,0,1,0,.25,.25,0,0,.5,0,0,1,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4,0,4,2,0,2,1,0,1,.5,0,.5,,,,,,,,,,,,,,,,,,,,,1,0,1000,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,3,1,0,0,0,0,1,18000,0,0,18000,0,0,1000,20000,0,0,880,0,880,20880,0,100,0,0,0,20880,0,,0,0,0,20880,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,20880,0,2000,,0,0,1,,,0,0,0,1000,0,0,0,0,1,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23463,4,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,2,1981,1,,0,0,100,,,,,,,,,,,,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23464,6,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23465,8,2,,1,1,5.75,.75,0,6.5,2,.5,0,2.5,4.6999998,.75,0,5.4499998,2,.5,0,2.5,2.75,.25,3,0,.5,6.5,0,0,2,0,.5,2.5,2.6300001,.25,2.0699999,0,.5,5.4499998,0,0,2,0,.5,2.5,2.75,0,3,0,0,5.75,0,0,2,0,0,2,2.6300001,0,2.0699999,0,0,4.6999998,0,0,2,0,0,2,2.7,0,0,2,0,0,4.6999998,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,4.5,2,6.5,.5,2,2.5,3.45,2,5.4499998,.5,2,2.5,,,,,,,,,,,,,,,,,,,,,1,0,118944,,,,,,,,,,,,,,2,1981,1,,0,0,100,,,,,,,,,,,,4,1,0,0,0,0,1,107100,4875,0,111975,36000,0,20597,182487,0,500,27000,0,27500,209987,82.5,12.5,5,0,0,107100,10000,,0,92887,0,209987,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,75,,209987,0,70512,,0,0,1,,,36000,0,0,1200,7715,5000,0,0,1,1,0,0,0,1,25,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23466,1,2,,1,1,2,0,0,2,2,0,0,2,1.25,0,0,1.25,1.25,0,0,1.25,1,0,1,0,0,2,1,0,1,0,0,2,.25,0,1,0,0,1.25,.25,0,1,0,0,1.25,1,0,1,0,0,2,1,0,1,0,0,2,.25,0,1,0,0,1.25,.25,0,1,0,0,1.25,.25,0,0,1,0,0,1.25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,2,2,0,2,1.25,0,1.25,1.25,0,1.25,,,,,,,,,,,,,,,,,,,,,1,0,5000000,,,,,,,,,,,,,,2,1981,1,,0,0,100,,,,,,,,,,,,4,1,0,0,0,0,1,15000,0,0,15000,0,0,0,15036,0,0,0,0,0,15036,10,60,30,0,0,15036,0,,0,0,0,15036,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,15,0,15,0,0,0,0,0,0,0,70,,15036,0,36,,0,0,1,,,0,0,0,36,0,0,0,0,1,0,1,0,0,1,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23467,3,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,1,0,0,,,,,0,,0,0,5,,,0,1,,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,6,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23468,5,2,,1,1,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,2,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,100,1981,1,,0,0,100,,,,,,,,,,,,3,1,0,0,0,1,0,15000,0,0,15000,0,0,2000,19300,0,0,0,0,0,19300,100,0,0,2060,0,17240,0,,0,0,0,19300,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,,19300,0,4300,,0,0,1,,,0,0,0,300,2000,0,0,0,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23469,7,2,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,1,,,,,0,,0,0,8,,,0,1,,,,,,,,,,,,,,,1,1981,1,,0,0,100,,,,,,,,,,,,5,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
